"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"23.164";"530";"Serpentis Second-hand Parts";"";"2.890";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.165";"530";"Serpentis Heat Depressor";"";"2.890";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.166";"530";"Serpentis Internal Bulkhead";"";"2.890";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.167";"530";"Serpentis Mainframe Bit";"";"2.890";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.168";"529";"Yan Jung Info Matrix";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"908";"0,00"
"23.169";"529";"Yan Jung Vellum Etch";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"908";"0,00"
"23.170";"529";"Yan Jung Trigonometric Laws";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"908";"0,00"
"23.171";"529";"Yan Jung Semiotic Theory";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"908";"0,00"
"23.172";"529";"Yan Jung Singularity Fact Sheet";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"908";"0,00"
"23.173";"529";"Takmahl Binary Texts";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"909";"0,00"
"23.174";"529";"Takmahl Fractal Sheet";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"909";"0,00"
"23.175";"529";"Takmahl Centrifugal Primer";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"909";"0,00"
"23.176";"529";"Takmahl Geometric Design";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"909";"0,00"
"23.177";"529";"Takmahl Astral Treatment";"";"2.886";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"909";"0,00"
"23.178";"529";"Blood Raider Formation Layout";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"906";"0,00"
"23.179";"529";"Blood Raider Classic Doctrine";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"906";"0,00"
"23.180";"529";"Blood Raider Sacred Manifesto";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"906";"0,00"
"23.181";"529";"Blood Raider Circular Logic";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"906";"0,00"
"23.182";"529";"Blood Raider War Strategon";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"906";"0,00"
"23.183";"529";"Serpentis Collision Measurements";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.184";"529";"Serpentis Test Reports";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.185";"529";"Serpentis Engagement Plan";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.186";"529";"Serpentis Symbiotic Figures";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.187";"529";"Serpentis Stolen Formulas";"";"2.885";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"907";"0,00"
"23.188";"306";"Yan Jung Data Log";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.189";"306";"Yan Jung Data Registry";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.190";"306";"Yan Jung Data Transcript";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.191";"306";"Yan Jung Data Records";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.192";"306";"Takmahl Data Log";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.193";"306";"Takmahl Data Registry";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.194";"306";"Takmahl Data Transcript";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.195";"306";"Takmahl Data Records";"This look like a ancient data storage device of unknown origin. Detailed analysis might reveal more";"1.684";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.196";"306";"Yan Jung Debris Fragment";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.197";"306";"Yan Jung Debris Part";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.198";"306";"Yan Jung Debris Segment";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.199";"306";"Yan Jung Debris Heap";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.200";"306";"Takmahl Debris Fragment";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.201";"306";"Takmahl Debris Part";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.202";"306";"Takmahl Debris Segment";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.203";"306";"Takmahl Debris Heap";"This floating piece of debris looks like it might be of some value to the right person. Detailed analysis might reveal more.";"1.696";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.204";"306";"Basic Blood Raider Vault";"A Blood Raider stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.205";"306";"Standard Blood Raider Vault";"A Blood Raider stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.206";"306";"Secure Blood Raider Vault";"A Blood Raider stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.207";"306";"Fortified Blood Raider Vault";"A Blood Raider stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.208";"306";"Basic Serpentis Vault";"A Serpentis stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.209";"306";"Standard Serpentis Vault";"A Serpentis stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.210";"306";"Secure Serpentis Vault";"A Serpentis stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.211";"306";"Fortified Serpentis Vault";"A Serpentis stasis security vault. Nearly impossible to destroy but perhaps it is possible to bypass its security.";"2.793";"75,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.212";"306";"Blood Raider Network Node";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.213";"306";"Blood Raider Network Hub";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.214";"306";"Blood Raider Network Nucleus";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.215";"306";"Blood Raider Network Nexus";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.216";"306";"Serpentis Network Node";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.217";"306";"Serpentis Network Hub";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.218";"306";"Serpentis Network Nucleus";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.219";"306";"Serpentis Network Nexus";"This tower acts as a Network relay. It might be possible for the right person to ""liberate"" some interesting information from its mainframe.";"2.792";"320,00";"10.000,00";"27.500,00";"2.700,00";"1";"";"0,00";"true";"";"0,00"
"23.220";"306";"Disposal Unit";"A discarded container filled with junk and other waste.";"16";"14,00";"10.000,00";"1.200,00";"1.000,00";"1";"";"0,00";"true";"";"0,00"
"23.221";"523";"COSMOS Amarr NON-Pirate Battleship";"";"296";"400,00";"107.500.000,00";"1.150.000,00";"235,00";"1";"4";"0,00";"true";"";"0,07"
"23.222";"319";"LCOSerpentis Barricade";"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.";"2.502";"603,00";"100.000,00";"100.000.000,00";"10.000,00";"1";"2";"0,00";"true";"";"0,00"
"23.223";"226";"LCO Serpentis Barricade";"A barricade. No, it's not a snake.";"2.502";"603,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.224";"226";"LCO Serpentis Barrier";"A barrier. Tune in, turn up, keep out.";"2.504";"622,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.225";"226";"LCO Serpentis Battery";"A battery. Juicy.";"2.500";"244,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.226";"226";"LCO Serpentis Bunker";"A bunker. Beware.";"2.496";"819,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.227";"226";"LCO Serpentis Elevator";"An elevator. Going down?";"2.497";"689,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.228";"226";"LCO Serpentis Fence";"A fence. Sheep.";"2.503";"463,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.229";"226";"LCO Serpentis Junction";"A junction. Blind date.";"2.498";"194,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.230";"226";"LCO Serpentis Lookout";"A lookout. Look out.";"2.499";"630,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.231";"226";"LCO Serpentis Wall";"A wall. Go figure.";"2.501";"462,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.232";"517";"Karmane Ban's Blackbird";"A Blackbird piloted by an agent.";"311";"175,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.233";"533";"Apte Donie";"";"1.815";"167,24";"11.200.000,00";"112.000,00";"480,00";"1";"1";"0,00";"true";"";"0,00"
"23.234";"526";"Azure Canyon Tourist Pass";"This pass gets you into the Azure Canyon Tourist Resort, located in Colelie.";"1.192";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.235";"533";"Daubs Louel";"The Angel Cartel profits enough from its protection deal with the Serpentis Corporation for it to send its best and brightest pilots on guarding duty. Threat level: Deadly.";"1.815";"167,24";"11.200.000,00";"112.000,00";"480,00";"1";"8";"0,00";"true";"";"0,00"
"23.236";"474";"Black Market Entry Keycard";"This keycard will activate the acceleration gate leading into the Black Market of Azure Canyon in Colelie.";"2.038";"0,00";"1,00";"0,10";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.237";"226";"LCO Freight Pad";"This industrial structure serves as a platform for warehouses and the sorting of cargo containers.";"2.403";"1.176,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.238";"517";"Fam Kishemas's Punisher";"A Punisher piloted by an agent.";"300";"40,00";"1.425.000,00";"28.600,00";"135,00";"1";"";"0,00";"true";"";"0,00"
"23.239";"517";"Esordik Mitt's Rifter";"A Rifter piloted by an agent.";"1.891";"37,07";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.240";"494";"Drug Storage Facility";"Storage silos are much more secure and durable than their Secure Container counterparts. They are usually the focus of attacks on outposts and commonly contain ore, refined minerals or valuable items waiting to be transported to empire space.";"2.301";"911,00";"1.000.000,00";"1.150,00";"8.850,00";"1";"";"0,00";"true";"";"0,00"
"23.241";"523";"Temko Megathron";"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.
  Threat level: Deadly";"64";"250,00";"102.500.000,00";"1.140.000,00";"675,00";"1";"8";"0,00";"true";"";"0,00"
"23.242";"520";"Temko Grunt";"";"1.818";"36,16";"2.650.000,00";"26.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.243";"520";"Temko Interceptor";"";"1.773";"31,00";"2.650.000,00";"26.500,00";"140,00";"1";"8";"0,00";"true";"";"0,00"
"23.244";"578";"Blood Bishop";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.245";"577";"Blood Visionary";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.246";"577";"Blood Converter";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.247";"577";"Blood Templar";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.248";"577";"Blood Devoter";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.249";"577";"Blood Friar";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.250";"577";"Blood Cleric";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.252";"578";"Blood Seer";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.253";"578";"Blood Shade";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.254";"578";"Blood Fanatic";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.255";"578";"Blood Phantom";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.256";"578";"Blood Exorcist";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.257";"555";"Blood Shadow Sage";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.258";"555";"Blood Dark Priest";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.259";"557";"Elder Blood Seeker";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Significant";"1.763";"50,00";"2.810.000,00";"28.100,00";"315,00";"1";"1";"0,00";"true";"";"0,00"
"23.260";"557";"Elder Blood Collector";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Significant";"1.763";"50,00";"2.810.000,00";"28.100,00";"315,00";"1";"1";"0,00";"true";"";"0,00"
"23.261";"557";"Elder Blood Raider";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.262";"557";"Elder Blood Diviner";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.263";"557";"Elder Blood Reaver";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.264";"557";"Elder Blood Engraver";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.764";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.265";"556";"Blood Archbishop";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.266";"556";"Blood Harbinger";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.267";"556";"Blood Monsignor";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.268";"556";"Blood Cardinal";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.269";"556";"Blood Patriarch";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.270";"556";"Blood Pope";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.271";"534";"Alarus Ekire";"Alarus Ekire is the leader of the military arm of FON, Friends of Nature, a powerful environmental group that has often had spats with the law in the past.  FON has pooled all of its resources into ruining Wiyrkomi's plans of building massive power stations in the Algintal constellation.
  Threat level: Deadly";"64";"250,00";"102.500.000,00";"1.140.000,00";"675,00";"1";"8";"0,00";"true";"";"0,00"
"23.272";"526";"Alarus Ekire's Insignia";"Identification tags such as these may prove valuable if handed to the proper organization.";"2.040";"0,00";"0,10";"0,10";"0,00";"1";"8";"0,00";"true";"";"0,00"
"23.273";"526";"Drill";"";"2.852";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.274";"526";"Caldari Surveyor";"";"2.891";"0,00";"250,00";"3,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.275";"522";"FON Cruiser 2";"";"1.815";"167,24";"11.200.000,00";"112.000,00";"480,00";"1";"1";"0,00";"true";"";"0,00"
"23.276";"522";"FON Cruiser 1";"";"1.812";"113,00";"11.600.000,00";"116.000,00";"900,00";"1";"1";"0,00";"true";"";"0,00"
"23.277";"520";"FON Frigate 1";"";"1.821";"31,00";"2.250.000,00";"22.500,00";"125,00";"1";"1";"0,00";"true";"";"0,00"
"23.278";"523";"FON Battleship_OLD";"";"2.157";"500,00";"17.500.000,00";"1.140.000,00";"480,00";"1";"1";"0,00";"true";"";"0,00"
"23.279";"523";"FON Battleship";"";"2.156";"400,00";"19.000.000,00";"1.010.000,00";"480,00";"1";"1";"0,00";"true";"";"0,00"
"23.280";"520";"FON Frigate 2";"";"1.818";"36,16";"2.650.000,00";"26.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.281";"555";"Elder Blood Arch Reaver";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.760";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.282";"555";"Elder Blood Arch Engraver";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.758";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.283";"555";"Elder Blood Arch Sage";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.284";"555";"Elder Blood Arch Priest";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.285";"555";"Elder Blood Shadow Sage";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.286";"555";"Elder Blood Dark Priest";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.759";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.287";"577";"Dark Blood Visionary";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.288";"577";"Dark Blood Converter";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.289";"577";"Dark Blood Templar";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.290";"577";"Dark Blood Devoter";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.291";"577";"Dark Blood Friar";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.292";"577";"Dark Blood Cleric";"This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.796";"50,00";"2.860.000,00";"28.600,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.293";"578";"Dark Blood Bishop";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.294";"578";"Dark Blood Seer";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.295";"578";"Dark Blood Shade";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
