"fromRegionID";"fromConstellationID";"fromSolarSystemID";"toSolarSystemID";"toConstellationID";"toRegionID"
"10.000.063";"20.000.721";"30.004.933";"30.004.934";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.934";"30.004.933";"20.000.721";"10.000.063"
"10.000.063";"20.000.722";"30.004.934";"30.004.935";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.934";"30.004.936";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.935";"30.004.934";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.935";"30.004.937";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.936";"30.004.934";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.936";"30.004.937";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.936";"30.004.939";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.937";"30.004.696";"20.000.686";"10.000.059"
"10.000.063";"20.000.722";"30.004.937";"30.004.935";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.937";"30.004.936";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.937";"30.004.938";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.938";"30.004.937";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.938";"30.004.947";"20.000.724";"10.000.063"
"10.000.063";"20.000.722";"30.004.939";"30.004.936";"20.000.722";"10.000.063"
"10.000.063";"20.000.722";"30.004.939";"30.004.955";"20.000.725";"10.000.063"
"10.000.063";"20.000.723";"30.004.940";"30.004.931";"20.000.721";"10.000.063"
"10.000.063";"20.000.723";"30.004.940";"30.004.941";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.940";"30.004.942";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.940";"30.004.945";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.941";"30.004.940";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.941";"30.004.942";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.941";"30.004.943";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.941";"30.004.944";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.941";"30.004.946";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.942";"30.004.940";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.942";"30.004.941";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.942";"30.004.943";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.943";"30.004.941";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.943";"30.004.942";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.944";"30.004.941";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.945";"30.004.940";"20.000.723";"10.000.063"
"10.000.063";"20.000.723";"30.004.946";"30.004.941";"20.000.723";"10.000.063"
"10.000.063";"20.000.724";"30.004.947";"30.004.938";"20.000.722";"10.000.063"
"10.000.063";"20.000.724";"30.004.947";"30.004.948";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.947";"30.004.954";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.948";"30.004.947";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.948";"30.004.949";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.948";"30.004.950";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.949";"30.004.948";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.949";"30.004.950";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.949";"30.004.952";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.950";"30.004.948";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.950";"30.004.949";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.950";"30.004.951";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.951";"30.004.950";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.951";"30.004.952";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.951";"30.004.953";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.952";"30.004.949";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.952";"30.004.951";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.953";"30.004.951";"20.000.724";"10.000.063"
"10.000.063";"20.000.724";"30.004.953";"30.004.961";"20.000.726";"10.000.063"
"10.000.063";"20.000.724";"30.004.954";"30.004.947";"20.000.724";"10.000.063"
"10.000.063";"20.000.725";"30.004.955";"30.004.939";"20.000.722";"10.000.063"
"10.000.063";"20.000.725";"30.004.955";"30.004.956";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.956";"30.004.955";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.956";"30.004.957";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.956";"30.004.958";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.956";"30.004.960";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.957";"30.004.956";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.958";"30.004.956";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.958";"30.004.959";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.959";"30.004.958";"20.000.725";"10.000.063"
"10.000.063";"20.000.725";"30.004.960";"30.004.800";"20.000.702";"10.000.060"
"10.000.063";"20.000.725";"30.004.960";"30.004.956";"20.000.725";"10.000.063"
"10.000.063";"20.000.726";"30.004.961";"30.004.953";"20.000.724";"10.000.063"
"10.000.063";"20.000.726";"30.004.961";"30.004.962";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.961";"30.004.963";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.962";"30.004.961";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.962";"30.004.965";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.963";"30.004.961";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.963";"30.004.964";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.964";"30.004.963";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.965";"30.004.962";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.965";"30.004.966";"20.000.726";"10.000.063"
"10.000.063";"20.000.726";"30.004.966";"30.004.965";"20.000.726";"10.000.063"
"10.000.064";"20.000.727";"30.004.967";"30.002.632";"20.000.386";"10.000.032"
"10.000.064";"20.000.727";"30.004.967";"30.004.968";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.967";"30.004.972";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.968";"30.003.014";"20.000.441";"10.000.037"
"10.000.064";"20.000.727";"30.004.968";"30.004.967";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.968";"30.004.969";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.969";"30.004.968";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.969";"30.004.970";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.969";"30.005.198";"20.000.761";"10.000.067"
"10.000.064";"20.000.727";"30.004.970";"30.002.633";"20.000.386";"10.000.032"
"10.000.064";"20.000.727";"30.004.970";"30.002.636";"20.000.386";"10.000.032"
"10.000.064";"20.000.727";"30.004.970";"30.004.969";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.970";"30.004.971";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.970";"30.004.972";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.970";"30.005.198";"20.000.761";"10.000.067"
"10.000.064";"20.000.727";"30.004.971";"30.002.668";"20.000.391";"10.000.032"
"10.000.064";"20.000.727";"30.004.971";"30.004.970";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.972";"30.002.761";"20.000.405";"10.000.033"
"10.000.064";"20.000.727";"30.004.972";"30.004.967";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.972";"30.004.970";"20.000.727";"10.000.064"
"10.000.064";"20.000.727";"30.004.972";"30.005.015";"20.000.734";"10.000.064"
"10.000.064";"20.000.728";"30.004.973";"30.004.974";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.973";"30.004.975";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.973";"30.004.976";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.973";"30.005.018";"20.000.734";"10.000.064"
"10.000.064";"20.000.728";"30.004.973";"30.005.021";"20.000.734";"10.000.064"
"10.000.064";"20.000.728";"30.004.974";"30.002.762";"20.000.405";"10.000.033"
"10.000.064";"20.000.728";"30.004.974";"30.004.973";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.974";"30.004.976";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.975";"30.003.830";"20.000.560";"10.000.048"
"10.000.064";"20.000.728";"30.004.975";"30.004.973";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.975";"30.004.978";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.975";"30.005.295";"20.000.775";"10.000.068"
"10.000.064";"20.000.728";"30.004.976";"30.004.973";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.976";"30.004.974";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.976";"30.004.977";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.977";"30.004.976";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.977";"30.004.979";"20.000.729";"10.000.064"
"10.000.064";"20.000.728";"30.004.978";"30.004.975";"20.000.728";"10.000.064"
"10.000.064";"20.000.728";"30.004.978";"30.004.993";"20.000.731";"10.000.064"
"10.000.064";"20.000.728";"30.004.978";"30.005.329";"20.000.780";"10.000.068"
"10.000.064";"20.000.729";"30.004.979";"30.004.977";"20.000.728";"10.000.064"
"10.000.064";"20.000.729";"30.004.979";"30.004.980";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.979";"30.004.981";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.979";"30.004.982";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.979";"30.004.984";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.980";"30.004.979";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.980";"30.004.981";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.980";"30.004.985";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.981";"30.004.979";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.981";"30.004.980";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.981";"30.004.983";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.982";"30.004.979";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.982";"30.005.295";"20.000.775";"10.000.068"
"10.000.064";"20.000.729";"30.004.983";"30.004.981";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.983";"30.004.986";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.984";"30.004.979";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.985";"30.004.980";"20.000.729";"10.000.064"
"10.000.064";"20.000.729";"30.004.986";"30.004.983";"20.000.729";"10.000.064"
"10.000.064";"20.000.730";"30.004.987";"30.004.988";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.987";"30.004.989";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.987";"30.004.990";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.987";"30.005.206";"20.000.761";"10.000.067"
"10.000.064";"20.000.730";"30.004.988";"30.004.987";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.988";"30.004.989";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.988";"30.004.990";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.988";"30.005.006";"20.000.732";"10.000.064"
"10.000.064";"20.000.730";"30.004.989";"30.004.987";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.989";"30.004.988";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.990";"30.004.987";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.990";"30.004.988";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.990";"30.004.991";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.990";"30.005.008";"20.000.732";"10.000.064"
"10.000.064";"20.000.730";"30.004.991";"30.004.990";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.991";"30.004.992";"20.000.730";"10.000.064"
"10.000.064";"20.000.730";"30.004.991";"30.005.011";"20.000.733";"10.000.064"
"10.000.064";"20.000.730";"30.004.992";"30.002.728";"20.000.399";"10.000.032"
"10.000.064";"20.000.730";"30.004.992";"30.004.991";"20.000.730";"10.000.064"
"10.000.064";"20.000.731";"30.004.993";"30.002.640";"20.000.386";"10.000.032"
"10.000.064";"20.000.731";"30.004.993";"30.004.978";"20.000.728";"10.000.064"
"10.000.064";"20.000.731";"30.004.993";"30.004.994";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.993";"30.004.995";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.993";"30.005.000";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.993";"30.005.026";"20.000.735";"10.000.064"
"10.000.064";"20.000.731";"30.004.994";"30.004.993";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.994";"30.004.996";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.994";"30.005.206";"20.000.761";"10.000.067"
"10.000.064";"20.000.731";"30.004.995";"30.004.993";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.995";"30.004.997";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.996";"30.004.994";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.996";"30.004.998";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.997";"30.004.995";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.997";"30.004.999";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.998";"30.004.996";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.998";"30.005.009";"20.000.733";"10.000.064"
"10.000.064";"20.000.731";"30.004.999";"30.004.997";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.999";"30.005.000";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.004.999";"30.005.008";"20.000.732";"10.000.064"
"10.000.064";"20.000.731";"30.005.000";"30.004.993";"20.000.731";"10.000.064"
"10.000.064";"20.000.731";"30.005.000";"30.004.999";"20.000.731";"10.000.064"
"10.000.064";"20.000.732";"30.005.001";"30.005.002";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.001";"30.005.003";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.001";"30.005.006";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.001";"30.005.202";"20.000.761";"10.000.067"
"10.000.064";"20.000.732";"30.005.002";"30.005.001";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.002";"30.005.003";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.002";"30.005.004";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.003";"30.005.001";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.003";"30.005.002";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.003";"30.005.008";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.004";"30.005.002";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.004";"30.005.005";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.004";"30.005.330";"20.000.780";"10.000.068"
"10.000.064";"20.000.732";"30.005.005";"30.005.004";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.005";"30.005.007";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.006";"30.004.988";"20.000.730";"10.000.064"
"10.000.064";"20.000.732";"30.005.006";"30.005.001";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.006";"30.005.007";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.007";"30.005.005";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.007";"30.005.006";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.007";"30.005.008";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.008";"30.004.990";"20.000.730";"10.000.064"
"10.000.064";"20.000.732";"30.005.008";"30.004.999";"20.000.731";"10.000.064"
"10.000.064";"20.000.732";"30.005.008";"30.005.003";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.008";"30.005.007";"20.000.732";"10.000.064"
"10.000.064";"20.000.732";"30.005.008";"30.005.321";"20.000.778";"10.000.068"
"10.000.064";"20.000.733";"30.005.009";"30.004.998";"20.000.731";"10.000.064"
"10.000.064";"20.000.733";"30.005.009";"30.005.010";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.009";"30.005.012";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.009";"30.005.013";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.010";"30.005.009";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.010";"30.005.011";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.010";"30.005.014";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.011";"30.004.991";"20.000.730";"10.000.064"
"10.000.064";"20.000.733";"30.005.011";"30.005.010";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.012";"30.005.009";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.012";"30.005.013";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.013";"30.005.009";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.013";"30.005.012";"20.000.733";"10.000.064"
"10.000.064";"20.000.733";"30.005.014";"30.005.010";"20.000.733";"10.000.064"
"10.000.064";"20.000.734";"30.005.015";"30.002.761";"20.000.405";"10.000.033"
"10.000.064";"20.000.734";"30.005.015";"30.004.972";"20.000.727";"10.000.064"
"10.000.064";"20.000.734";"30.005.015";"30.005.016";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.015";"30.005.198";"20.000.761";"10.000.067"
"10.000.064";"20.000.734";"30.005.016";"30.005.015";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.016";"30.005.017";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.016";"30.005.019";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.017";"30.005.016";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.017";"30.005.018";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.017";"30.005.019";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.017";"30.005.021";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.018";"30.004.973";"20.000.728";"10.000.064"
"10.000.064";"20.000.734";"30.005.018";"30.005.017";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.018";"30.005.021";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.019";"30.005.016";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.019";"30.005.017";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.019";"30.005.020";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.020";"30.002.637";"20.000.386";"10.000.032"
"10.000.064";"20.000.734";"30.005.020";"30.005.019";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.020";"30.005.022";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.021";"30.004.973";"20.000.728";"10.000.064"
"10.000.064";"20.000.734";"30.005.021";"30.005.017";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.021";"30.005.018";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.022";"30.005.020";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.022";"30.005.023";"20.000.734";"10.000.064"
"10.000.064";"20.000.734";"30.005.023";"30.005.022";"20.000.734";"10.000.064"
"10.000.064";"20.000.735";"30.005.024";"30.005.025";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.024";"30.005.203";"20.000.761";"10.000.067"
"10.000.064";"20.000.735";"30.005.025";"30.005.024";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.025";"30.005.026";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.025";"30.005.334";"20.000.780";"10.000.068"
"10.000.064";"20.000.735";"30.005.026";"30.004.993";"20.000.731";"10.000.064"
"10.000.064";"20.000.735";"30.005.026";"30.005.025";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.026";"30.005.027";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.026";"30.005.029";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.027";"30.005.026";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.027";"30.005.028";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.028";"30.005.027";"20.000.735";"10.000.064"
"10.000.064";"20.000.735";"30.005.029";"30.005.026";"20.000.735";"10.000.064"
"10.000.065";"20.000.736";"30.005.030";"30.002.202";"20.000.323";"10.000.043"
"10.000.065";"20.000.736";"30.005.030";"30.005.031";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.030";"30.005.034";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.030";"30.005.035";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.030";"30.005.080";"20.000.743";"10.000.065"
"10.000.065";"20.000.736";"30.005.031";"30.005.030";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.031";"30.005.032";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.031";"30.005.033";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.031";"30.005.236";"20.000.766";"10.000.067"
"10.000.065";"20.000.736";"30.005.032";"30.005.031";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.032";"30.005.033";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.033";"30.005.031";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.033";"30.005.032";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.034";"30.005.030";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.034";"30.005.035";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.035";"30.005.030";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.035";"30.005.034";"20.000.736";"10.000.065"
"10.000.065";"20.000.736";"30.005.035";"30.005.036";"20.000.737";"10.000.065"
"10.000.065";"20.000.736";"30.005.035";"30.005.074";"20.000.742";"10.000.065"
"10.000.065";"20.000.737";"30.005.036";"30.004.097";"20.000.598";"10.000.052"
"10.000.065";"20.000.737";"30.005.036";"30.005.035";"20.000.736";"10.000.065"
"10.000.065";"20.000.737";"30.005.036";"30.005.037";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.036";"30.005.038";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.036";"30.005.039";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.036";"30.005.040";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.037";"30.005.036";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.037";"30.005.042";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.037";"30.005.048";"20.000.738";"10.000.065"
"10.000.065";"20.000.737";"30.005.038";"30.002.187";"20.000.322";"10.000.043"
"10.000.065";"20.000.737";"30.005.038";"30.005.036";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.038";"30.005.039";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.038";"30.005.042";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.038";"30.005.043";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.039";"30.005.036";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.039";"30.005.038";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.039";"30.005.041";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.040";"30.005.036";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.041";"30.003.867";"20.000.565";"10.000.049"
"10.000.065";"20.000.737";"30.005.041";"30.004.101";"20.000.599";"10.000.052"
"10.000.065";"20.000.737";"30.005.041";"30.005.039";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.042";"30.005.037";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.042";"30.005.038";"20.000.737";"10.000.065"
"10.000.065";"20.000.737";"30.005.042";"30.005.044";"20.000.738";"10.000.065"
"10.000.065";"20.000.737";"30.005.043";"30.003.876";"20.000.566";"10.000.049"
"10.000.065";"20.000.737";"30.005.043";"30.005.038";"20.000.737";"10.000.065"
"10.000.065";"20.000.738";"30.005.044";"30.004.097";"20.000.598";"10.000.052"
"10.000.065";"20.000.738";"30.005.044";"30.005.042";"20.000.737";"10.000.065"
"10.000.065";"20.000.738";"30.005.044";"30.005.045";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.044";"30.005.047";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.044";"30.005.048";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.045";"30.005.044";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.045";"30.005.046";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.045";"30.005.047";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.045";"30.005.049";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.046";"30.005.045";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.046";"30.005.047";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.047";"30.005.044";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.047";"30.005.045";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.047";"30.005.046";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.047";"30.005.048";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.047";"30.005.076";"20.000.743";"10.000.065"
"10.000.065";"20.000.738";"30.005.048";"30.005.037";"20.000.737";"10.000.065"
"10.000.065";"20.000.738";"30.005.048";"30.005.044";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.048";"30.005.047";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.049";"30.005.045";"20.000.738";"10.000.065"
"10.000.065";"20.000.738";"30.005.049";"30.005.069";"20.000.742";"10.000.065"
"10.000.065";"20.000.739";"30.005.050";"30.003.881";"20.000.566";"10.000.049"
"10.000.065";"20.000.739";"30.005.050";"30.005.051";"20.000.739";"10.000.065"
