"regionID";"constellationID";"solarSystemID";"solarSystemName";"x";"y";"z";"xMin";"xMax";"yMin";"yMax";"zMin";"zMax";"luminosity";"border";"fringe";"corridor";"hub";"international";"regional";"constellation";"security";"factionID";"radius";"sunTypeID";"securityClass";"allianceID"
"10.000.061";"20.000.704";"30.004.813";"D-9UEV";"-42.545.934.169.026.200,00";"14.185.594.325.265.300,00";"275.303.680.821.132.000,00";"-42.545.986.435.640.600,00";"-42.542.347.732.946.200,00";"14.185.592.668.235.700,00";"14.185.707.729.272.400,00";"275.297.361.562.197.000,00";"275.304.298.533.524.000,00";"0,98";"false";"false";"false";"true";"false";"false";"false";"-0,32";"";"3.468.485.663.136,00";"6";"F1";""
"10.000.061";"20.000.704";"30.004.814";"H-HWQR";"-45.353.925.309.981.400,00";"11.946.701.699.168.400,00";"280.831.072.172.802.000,00";"-45.355.590.828.777.400,00";"-45.351.450.509.584.000,00";"11.946.655.148.056.900,00";"11.946.733.030.323.800,00";"280.828.522.699.114.000,00";"280.837.298.922.751.000,00";"0,57";"true";"false";"false";"true";"false";"true";"true";"-0,35";"";"4.388.111.818.144,00";"3.797";"F2";""
"10.000.061";"20.000.704";"30.004.815";"QRBN-M";"-16.930.578.745.882.400,00";"14.106.210.492.803.500,00";"275.729.170.362.574.000,00";"-16.930.993.725.592.400,00";"-16.929.608.782.202.100,00";"14.106.159.191.634.000,00";"14.106.330.382.300.900,00";"275.726.651.075.812.000,00";"275.732.321.347.581.000,00";"0,08";"true";"false";"true";"false";"false";"false";"true";"-0,51";"";"2.835.135.884.784,00";"3.798";"F3";""
"10.000.061";"20.000.704";"30.004.816";"78R-PI";"-36.980.706.647.401.200,00";"8.879.832.120.178.530,00";"283.068.666.318.588.000,00";"-36.981.103.337.002.100,00";"-36.978.376.843.418.500,00";"8.879.729.297.508.260,00";"8.879.849.632.337.150,00";"283.068.493.262.767.000,00";"283.071.321.463.606.000,00";"0,01";"false";"false";"false";"true";"false";"false";"false";"-0,43";"";"1.414.100.419.584,00";"3.800";"F2";""
"10.000.061";"20.000.705";"30.004.817";"ZD1-Z2";"1.195.347.288.910.040,00";"10.662.880.871.199.900,00";"265.030.075.610.452.000,00";"1.193.033.505.597.190,00";"1.201.381.239.529.130,00";"10.662.797.542.655.100,00";"10.663.098.174.348.000,00";"265.029.367.519.614.000,00";"265.033.911.818.520.000,00";"0,79";"true";"false";"true";"false";"false";"false";"true";"-0,34";"";"4.173.866.965.969,25";"3.801";"F1";""
"10.000.061";"20.000.705";"30.004.818";"C-FD0D";"8.115.913.580.625.590,00";"13.490.325.306.427.700,00";"266.507.209.093.078.000,00";"8.111.966.775.216.300,00";"8.117.003.150.966.340,00";"13.489.852.791.367.700,00";"13.490.455.751.148.000,00";"266.504.091.280.931.000,00";"266.507.652.288.269.000,00";"1,50";"false";"false";"false";"true";"false";"false";"false";"-0,32";"";"2.518.187.875.018,50";"3.799";"F1";""
"10.000.061";"20.000.705";"30.004.819";"S-9RCJ";"12.532.429.324.613.400,00";"16.837.100.933.728.300,00";"270.471.656.912.712.000,00";"12.531.916.684.314.800,00";"12.532.909.234.062.500,00";"16.837.027.418.608.800,00";"16.837.169.757.998.000,00";"270.469.796.697.337.000,00";"270.475.037.619.272.000,00";"0,08";"false";"false";"false";"true";"false";"false";"false";"-0,30";"";"2.620.460.967.184,00";"3.798";"F1";""
"10.000.061";"20.000.705";"30.004.820";"ZMV9-A";"16.294.976.339.115.300,00";"19.638.803.825.538.200,00";"262.871.199.531.271.000,00";"16.292.210.013.484.400,00";"16.302.859.456.593.700,00";"19.638.653.905.583.600,00";"19.639.231.046.186.800,00";"262.870.354.286.462.000,00";"262.876.050.784.895.000,00";"1,17";"true";"false";"false";"true";"false";"true";"true";"-0,23";"";"5.324.721.554.646,00";"3.797";"F";""
"10.000.061";"20.000.705";"30.004.821";"FE-6YQ";"22.868.929.902.414.000,00";"23.222.616.543.880.400,00";"266.807.632.547.404.000,00";"22.864.185.688.699.500,00";"22.871.002.077.632.800,00";"23.222.323.307.686.900,00";"23.223.287.907.171.900,00";"266.806.092.332.679.000,00";"266.816.789.690.988.000,00";"2,57";"false";"false";"true";"false";"false";"false";"false";"-0,20";"";"5.348.679.154.656,00";"9";"F";""
"10.000.061";"20.000.705";"30.004.822";"W-16DY";"17.345.720.907.851.900,00";"16.536.388.723.668.500,00";"272.316.572.973.032.000,00";"17.338.545.714.589.100,00";"17.350.365.559.244.200,00";"16.536.370.324.765.900,00";"16.536.400.633.558.300,00";"272.312.620.289.624.000,00";"272.320.295.498.007.000,00";"0,14";"true";"false";"false";"true";"false";"false";"true";"-0,29";"";"5.909.922.327.531,00";"7";"F1";""
"10.000.061";"20.000.705";"30.004.823";"M-4KDB";"16.478.874.984.742.300,00";"23.750.516.962.739.500,00";"277.275.987.725.771.000,00";"16.477.497.268.608.400,00";"16.478.996.132.102.300,00";"23.750.466.728.809.300,00";"23.750.521.380.416.800,00";"277.271.367.637.717.000,00";"277.277.306.206.216.000,00";"1,08";"false";"false";"true";"false";"false";"false";"false";"-0,25";"";"2.969.284.249.152,00";"9";"F1";""
"10.000.061";"20.000.706";"30.004.824";"C3-0YD";"-17.412.828.059.540.300,00";"2.258.417.757.479.980,00";"275.705.775.647.532.000,00";"-17.413.488.973.401.800,00";"-17.412.619.500.730.900,00";"2.258.359.684.455.500,00";"2.258.436.095.300.210,00";"275.705.147.004.597.000,00";"275.708.072.365.859.000,00";"0,02";"true";"false";"true";"false";"false";"false";"true";"-0,56";"";"1.462.680.630.928,00";"7";"F4";""
"10.000.061";"20.000.706";"30.004.825";"PDF-3Z";"-16.060.402.018.594.600,00";"-4.845.006.763.355.280,00";"279.591.946.810.442.000,00";"-16.062.590.552.665.300,00";"-16.059.727.148.825.700,00";"-4.845.410.280.019.840,00";"-4.844.882.333.948.800,00";"279.587.319.160.940.000,00";"279.593.409.027.209.000,00";"0,13";"false";"false";"false";"true";"false";"false";"false";"-0,58";"";"3.044.933.134.608,00";"7";"F4";""
"10.000.061";"20.000.706";"30.004.826";"9-MJVQ";"-16.317.747.562.977.600,00";"-12.228.186.648.213.200,00";"278.537.948.684.257.000,00";"-16.322.567.803.815.200,00";"-16.315.984.057.451.500,00";"-12.228.203.965.025.500,00";"-12.228.139.316.146.300,00";"278.534.205.579.344.000,00";"278.543.684.177.659.000,00";"0,21";"false";"false";"false";"true";"false";"false";"false";"-0,49";"";"4.739.299.157.712,00";"3.798";"F3";""
"10.000.061";"20.000.706";"30.004.827";"L2GN-K";"-6.644.226.450.318.650,00";"-16.415.876.513.654.700,00";"281.872.622.544.793.000,00";"-6.647.745.416.784.410,00";"-6.643.862.550.261.280,00";"-16.416.586.226.089.800,00";"-16.415.803.118.594.400,00";"281.870.723.482.506.000,00";"281.872.845.340.002.000,00";"0,42";"false";"true";"false";"false";"false";"false";"false";"-0,45";"";"1.941.433.261.567,50";"8";"F2";""
"10.000.061";"20.000.706";"30.004.828";"4-IT9G";"-15.702.199.871.106.100,00";"-17.805.706.510.641.300,00";"285.408.902.937.445.000,00";"-15.705.706.821.715.900,00";"-15.695.556.920.562.800,00";"-17.806.386.496.908.100,00";"-17.805.347.532.041.000,00";"285.408.556.673.765.000,00";"285.410.461.748.537.000,00";"0,15";"false";"true";"false";"false";"false";"false";"false";"-0,46";"";"5.074.950.576.553,00";"7";"F3";""
"10.000.061";"20.000.706";"30.004.829";"PEK-8Z";"-12.911.028.279.500.900,00";"-2.737.460.656.886.730,00";"290.497.650.738.040.000,00";"-12.912.802.236.983.200,00";"-12.911.027.979.900.900,00";"-2.737.460.956.486.730,00";"-2.737.406.863.272.430,00";"290.497.524.283.694.000,00";"290.499.117.050.902.000,00";"0,13";"false";"false";"true";"false";"false";"false";"false";"-0,70";"";"887.128.541.147,00";"6";"F5";""
"10.000.061";"20.000.706";"30.004.830";"2PG-KN";"-7.890.635.532.699.980,00";"5.804.938.395.891.100,00";"292.333.915.167.845.000,00";"-7.890.759.079.629.570,00";"-7.888.833.513.130.370,00";"5.804.681.166.134.190,00";"5.804.956.031.850.370,00";"292.331.903.805.570.000,00";"292.334.550.780.123.000,00";"0,16";"false";"true";"false";"false";"false";"false";"false";"-0,76";"";"1.323.487.276.544,00";"6";"F6";""
"10.000.061";"20.000.707";"30.004.831";"ABE-M2";"14.168.550.311.354.500,00";"13.758.010.657.073.900,00";"275.790.997.150.538.000,00";"14.168.081.853.046.600,00";"14.169.702.136.872.500,00";"13.757.939.749.129.600,00";"13.758.185.001.888.100,00";"275.790.060.568.300.000,00";"275.792.627.874.400.000,00";"0,02";"true";"false";"false";"true";"false";"false";"true";"-0,36";"";"1.283.653.050.240,00";"7";"F2";""
"10.000.061";"20.000.707";"30.004.832";"IL-YTR";"1.265.896.861.649.620,00";"11.526.568.875.616.400,00";"280.913.645.217.449.000,00";"1.263.894.253.692.080,00";"1.267.480.181.880.510,00";"11.526.523.711.272.800,00";"11.526.626.000.837.900,00";"280.913.520.934.953.000,00";"280.915.321.667.434.000,00";"0,08";"false";"false";"true";"false";"false";"false";"false";"-0,59";"";"1.792.964.094.217,63";"3.797";"F4";""
"10.000.061";"20.000.707";"30.004.833";"KW-OAM";"780.839.595.923.515,00";"3.700.920.808.354.850,00";"283.609.452.078.491.000,00";"779.312.251.775.551,00";"786.746.688.775.288,00";"3.700.845.753.748.430,00";"3.700.940.215.579.550,00";"283.608.907.655.233.000,00";"283.611.969.667.037.000,00";"0,49";"false";"false";"true";"false";"false";"false";"false";"-0,65";"";"3.717.218.499.868,25";"3.797";"F4";""
"10.000.061";"20.000.707";"30.004.834";"U2U5-A";"14.215.321.349.440.800,00";"11.189.280.352.764.400,00";"282.303.203.011.758.000,00";"14.211.798.259.922.800,00";"14.215.636.790.715.400,00";"11.188.833.950.906.200,00";"11.189.320.322.505.700,00";"282.300.493.294.015.000,00";"282.303.431.269.120.000,00";"0,06";"false";"false";"false";"true";"false";"false";"false";"-0,42";"";"1.919.265.396.306,00";"7";"F2";""
"10.000.061";"20.000.707";"30.004.835";"EQWO-Y";"19.049.696.683.989.200,00";"11.582.393.555.211.300,00";"285.845.074.594.176.000,00";"19.048.491.531.558.300,00";"19.053.196.851.228.500,00";"11.581.792.794.756.700,00";"11.582.600.404.776.500,00";"285.843.492.129.758.000,00";"285.845.843.560.345.000,00";"0,17";"false";"false";"true";"false";"false";"false";"false";"-0,36";"";"2.352.659.835.116,00";"6";"F2";""
"10.000.061";"20.000.707";"30.004.836";"JK-Q77";"1.100.782.268.666.480,00";"1.056.575.423.432.120,00";"286.523.374.195.081.000,00";"1.094.065.544.040.750,00";"1.101.808.298.318.010,00";"1.056.494.967.811.490,00";"1.057.102.107.993.780,00";"286.522.696.400.312.000,00";"286.527.763.083.188.000,00";"2,26";"false";"false";"true";"false";"false";"false";"false";"-0,66";"";"3.871.377.138.630,06";"3.801";"F5";""
"10.000.061";"20.000.707";"30.004.837";"QI9-42";"22.678.851.520.739.400,00";"11.351.309.590.092.200,00";"287.539.028.530.504.000,00";"22.673.167.031.495.200,00";"22.679.141.655.127.100,00";"11.350.436.440.028.400,00";"11.351.354.156.032.600,00";"287.531.134.000.864.000,00";"287.539.085.006.684.000,00";"1,06";"false";"false";"false";"true";"false";"false";"false";"-0,31";"";"3.975.502.910.320,00";"6";"F1";""
"10.000.061";"20.000.707";"30.004.838";"YF-P4X";"29.765.684.553.753.700,00";"10.075.643.175.533.500,00";"285.076.462.564.743.000,00";"29.765.210.860.192.100,00";"29.766.914.759.697.800,00";"10.075.587.514.384.500,00";"10.075.787.729.612.500,00";"285.075.140.401.562.000,00";"285.076.806.384.969.000,00";"0,03";"true";"false";"false";"true";"false";"false";"true";"-0,24";"";"851.949.752.842,00";"3.798";"F";""
"10.000.061";"20.000.708";"30.004.839";"JI1-SY";"33.763.973.785.248.400,00";"8.102.147.683.010.090,00";"284.173.897.399.303.000,00";"33.759.264.040.301.600,00";"33.765.743.017.308.300,00";"8.101.242.361.287.700,00";"8.102.487.769.765.730,00";"284.170.904.305.085.000,00";"284.175.808.102.262.000,00";"1,56";"true";"false";"false";"true";"false";"false";"true";"-0,22";"";"3.239.488.503.360,00";"10";"F";""
"10.000.061";"20.000.708";"30.004.840";"X-1QGA";"38.403.844.686.232.700,00";"-3.091.428.591.122.080,00";"292.816.905.681.839.000,00";"38.402.619.731.520.900,00";"38.406.785.909.343.300,00";"-3.091.558.434.222.440,00";"-3.091.116.828.431.970,00";"292.815.603.325.656.000,00";"292.816.974.542.267.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,16";"";"2.083.088.911.224,00";"7";"F";""
"10.000.061";"20.000.708";"30.004.841";"CCE-0J";"34.341.039.745.831.900,00";"-3.228.122.963.914.560,00";"289.166.771.009.093.000,00";"34.340.963.711.574.700,00";"34.342.237.025.138.600,00";"-3.228.125.362.823.120,00";"-3.228.085.195.076.130,00";"289.166.731.000.576.000,00";"289.170.951.758.329.000,00";"0,03";"false";"false";"true";"false";"false";"false";"false";"-0,19";"";"2.110.378.876.352,00";"3.800";"F";""
"10.000.061";"20.000.708";"30.004.842";"T2-V8F";"31.978.037.420.519.700,00";"595.026.399.882.833,00";"282.085.823.438.832.000,00";"31.973.612.621.774.500,00";"31.983.560.929.455.200,00";"594.780.880.427.740,00";"595.332.882.357.574,00";"282.080.070.098.820.000,00";"282.085.824.250.032.000,00";"4,22";"true";"false";"true";"false";"false";"true";"true";"-0,25";"";"4.974.153.840.372,00";"3.796";"F1";""
"10.000.061";"20.000.708";"30.004.843";"0VK-43";"43.585.917.536.434.500,00";"-11.442.926.476.197.300,00";"291.408.690.969.983.000,00";"43.585.182.686.275.000,00";"43.587.726.970.273.600,00";"-11.442.979.930.235.700,00";"-11.442.794.882.161.100,00";"291.405.454.429.420.000,00";"291.410.307.233.376.000,00";"0,09";"false";"false";"false";"true";"false";"false";"false";"-0,13";"";"2.426.401.977.920,00";"3.798";"F";""
"10.000.061";"20.000.708";"30.004.844";"TY2X-C";"41.497.861.968.144.700,00";"-2.780.326.929.718.200,00";"296.374.609.159.739.000,00";"41.497.431.900.469.000,00";"41.499.133.368.839.500,00";"-2.780.423.652.915.790,00";"-2.780.294.209.676.710,00";"296.374.036.268.876.000,00";"296.375.430.653.757.000,00";"0,12";"true";"false";"false";"true";"false";"false";"true";"-0,16";"";"850.734.185.260,00";"3.796";"F";""
"10.000.061";"20.000.709";"30.004.845";"Q0G-L8";"53.664.228.373.948.700,00";"2.784.693.651.547.680,00";"305.818.099.253.251.000,00";"53.662.088.958.227.600,00";"53.669.022.157.540.300,00";"2.784.295.152.466.730,00";"2.785.586.565.661.920,00";"305.815.849.476.126.000,00";"305.818.362.554.249.000,00";"0,40";"true";"false";"true";"false";"false";"false";"true";"-0,25";"";"3.466.599.656.368,00";"6";"F1";""
"10.000.061";"20.000.709";"30.004.846";"Q5KZ-W";"58.016.899.719.602.800,00";"18.548.525.498.857.400,00";"306.887.370.155.696.000,00";"58.012.571.253.699.300,00";"58.017.468.452.880.100,00";"18.548.268.563.042.100,00";"18.548.559.259.142.000,00";"306.885.977.026.399.000,00";"306.890.146.548.448.000,00";"0,07";"false";"false";"false";"true";"false";"false";"false";"-0,46";"";"2.448.599.590.396,00";"8";"F3";""
"10.000.061";"20.000.709";"30.004.847";"WE-KK2";"60.889.174.829.431.000,00";"22.681.989.099.972.800,00";"302.490.870.503.239.000,00";"60.882.511.386.501.700,00";"60.889.320.637.100.200,00";"22.681.490.747.722.100,00";"22.682.000.006.324.400,00";"302.481.871.942.577.000,00";"302.494.534.708.233.000,00";"2,67";"false";"false";"true";"false";"false";"false";"false";"-0,39";"";"6.331.382.827.616,00";"9";"F2";""
"10.000.061";"20.000.709";"30.004.848";"B8HU-Z";"60.794.433.590.201.600,00";"12.048.490.590.970.400,00";"303.629.737.004.711.000,00";"60.786.146.338.801.300,00";"60.795.149.704.511.300,00";"12.046.996.427.744.100,00";"12.048.619.705.205.900,00";"303.624.001.856.588.000,00";"303.633.360.334.760.000,00";"1,21";"false";"false";"true";"false";"false";"false";"false";"-0,33";"";"4.679.239.086.176,00";"3.797";"F1";""
"10.000.061";"20.000.709";"30.004.849";"16AM-3";"70.247.053.508.164.000,00";"-3.059.057.799.027.420,00";"300.843.617.715.140.000,00";"70.245.699.956.878.800,00";"70.248.925.091.832.500,00";"-3.059.071.942.760.840,00";"-3.059.038.239.018.250,00";"300.843.255.723.967.000,00";"300.844.596.889.759.000,00";"0,03";"true";"false";"false";"true";"false";"false";"true";"-0,17";"";"1.612.567.476.888,00";"3.798";"F";""
"10.000.061";"20.000.709";"30.004.850";"A-REKV";"61.070.848.034.337.000,00";"18.785.700.314.057.300,00";"298.292.063.550.185.000,00";"61.070.551.344.512.300,00";"61.071.283.154.055.700,00";"18.785.656.620.146.200,00";"18.785.764.400.159.600,00";"298.292.063.467.985.000,00";"298.292.945.342.097.000,00";"0,02";"false";"true";"false";"false";"false";"false";"false";"-0,29";"";"440.937.055.968,00";"3.799";"F1";""
"10.000.061";"20.000.709";"30.004.851";"BB-EKF";"68.123.850.690.768.800,00";"-6.666.384.839.543.880,00";"293.330.118.048.121.000,00";"68.121.029.827.724.100,00";"68.124.471.303.262.200,00";"-6.666.510.028.653.850,00";"-6.666.357.296.683.590,00";"293.328.270.909.207.000,00";"293.335.599.173.728.000,00";"0,34";"false";"true";"false";"false";"false";"false";"false";"-0,17";"";"3.664.132.260.192,00";"6";"F";""
"10.000.061";"20.000.710";"30.004.852";"DZ6-I5";"73.754.090.507.014.600,00";"-7.954.657.265.603.160,00";"316.444.537.965.596.000,00";"73.751.223.270.894.700,00";"73.755.875.918.000.200,00";"-7.954.695.133.343.780,00";"-7.954.633.685.738.510,00";"316.442.283.073.600.000,00";"316.445.341.190.892.000,00";"0,28";"true";"false";"false";"true";"false";"false";"true";"-0,19";"";"2.326.323.552.768,00";"3.799";"F";""
"10.000.061";"20.000.710";"30.004.853";"R-XDKM";"67.355.194.520.409.700,00";"-6.476.601.333.920.610,00";"320.815.288.718.009.000,00";"67.354.418.102.855.700,00";"67.355.194.598.909.700,00";"-6.476.601.412.420.610,00";"-6.476.576.229.143.320,00";"320.815.037.740.940.000,00";"320.815.419.981.681.000,00";"0,02";"false";"true";"false";"false";"false";"false";"false";"-0,24";"";"388.248.027.016,00";"3.799";"F";""
"10.000.061";"20.000.710";"30.004.854";"G1-0UI";"75.628.191.106.464.600,00";"2.687.943.709.528.690,00";"319.129.780.421.618.000,00";"75.626.214.629.958.800,00";"75.630.786.406.959.900,00";"2.687.673.244.825.610,00";"2.688.149.684.599.780,00";"319.126.658.221.763.000,00";"319.133.601.728.471.000,00";"0,17";"false";"false";"false";"true";"false";"false";"false";"-0,33";"";"3.471.753.353.664,00";"3.797";"F1";""
"10.000.061";"20.000.710";"30.004.855";"QCDG-H";"75.488.087.661.775.600,00";"-13.999.835.781.397.500,00";"315.348.252.787.828.000,00";"75.487.853.143.743.200,00";"75.489.069.473.881.300,00";"-13.999.841.976.514.600,00";"-13.999.809.848.349.100,00";"315.346.615.089.225.000,00";"315.349.165.036.036.000,00";"0,04";"true";"false";"true";"false";"false";"false";"true";"-0,13";"";"1.274.973.405.152,00";"3.802";"F";""
"10.000.061";"20.000.710";"30.004.856";"XUDX-A";"78.149.530.776.004.300,00";"-2.878.662.297.608.640,00";"320.788.039.025.235.000,00";"78.146.975.007.528.000,00";"78.153.571.459.001.800,00";"-2.878.685.081.130.640,00";"-2.878.626.274.567.570,00";"320.784.998.917.710.000,00";"320.791.410.764.395.000,00";"0,05";"false";"false";"false";"true";"false";"false";"false";"-0,25";"";"3.298.225.736.880,00";"7";"F";""
"10.000.061";"20.000.710";"30.004.857";"QLU-P0";"80.132.674.289.636.900,00";"-1.590.895.567.850.580,00";"324.394.062.152.513.000,00";"80.130.035.071.721.100,00";"80.138.149.931.426.500,00";"-1.591.288.659.069.840,00";"-1.590.080.015.735.310,00";"324.388.802.154.113.000,00";"324.397.999.388.921.000,00";"0,12";"true";"false";"false";"true";"false";"false";"true";"-0,27";"";"4.598.617.403.680,00";"7";"F1";""
"10.000.061";"20.000.710";"30.004.858";"OQTY-Z";"81.187.165.323.193.800,00";"5.246.731.187.827.240,00";"330.692.390.290.202.000,00";"81.186.851.326.882.000,00";"81.189.367.784.781.100,00";"5.246.706.718.956.780,00";"5.246.902.819.768.380,00";"330.690.272.952.801.000,00";"330.692.992.078.096.000,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"-0,37";"";"1.359.562.647.328,00";"3.800";"F2";""
"10.000.061";"20.000.711";"30.004.859";"Y-EQ0C";"74.783.847.882.760.000,00";"-24.443.392.010.033.200,00";"316.975.789.274.605.000,00";"74.783.475.764.618.400,00";"74.784.206.166.916.100,00";"-24.443.443.789.819.200,00";"-24.443.338.229.792.400,00";"316.973.179.674.135.000,00";"316.977.133.551.644.000,00";"0,02";"true";"false";"false";"true";"false";"false";"true";"-0,08";"";"1.976.938.754.080,00";"3.800";"F";""
"10.000.061";"20.000.711";"30.004.860";"7M4C-F";"84.248.290.224.458.200,00";"-34.383.704.663.627.500,00";"318.894.891.596.465.000,00";"84.247.204.358.394.200,00";"84.252.302.664.705.800,00";"-34.383.733.074.527.000,00";"-34.383.599.671.528.700,00";"318.894.233.787.289.000,00";"318.896.099.118.731.000,00";"0,07";"false";"false";"true";"false";"false";"false";"false";"-0,08";"";"2.549.153.155.808,00";"8";"F";""
"10.000.061";"20.000.711";"30.004.861";"MS1-KJ";"92.386.311.075.092.000,00";"-34.970.199.680.393.500,00";"324.346.154.483.983.000,00";"92.386.260.922.156.800,00";"92.389.127.745.922.500,00";"-34.970.204.935.717.300,00";"-34.969.904.631.866.500,00";"324.345.556.665.811.000,00";"324.347.403.898.145.000,00";"0,01";"false";"false";"true";"false";"false";"false";"false";"-0,13";"";"1.433.411.882.872,00";"3.800";"F";""
"10.000.061";"20.000.711";"30.004.862";"8-BEW8";"105.581.357.081.302.000,00";"-45.836.974.173.830.200,00";"333.164.755.552.725.000,00";"105.581.271.755.703.000,00";"105.583.124.704.381.000,00";"-45.836.976.654.732.000,00";"-45.836.973.939.330.200,00";"333.164.693.625.043.000,00";"333.166.690.049.416.000,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"-0,24";"";"998.212.186.688,00";"3.800";"F";""
"10.000.061";"20.000.711";"30.004.863";"NZW-ZO";"111.426.041.095.631.000,00";"-40.850.876.059.077.900,00";"328.556.114.388.463.000,00";"111.420.333.202.762.000,00";"111.427.157.779.385.000,00";"-40.851.362.239.120.600,00";"-40.850.780.943.061.000,00";"328.555.904.717.220.000,00";"328.558.395.142.394.000,00";"0,50";"false";"false";"false";"true";"false";"false";"false";"-0,35";"";"3.412.288.311.352,00";"3.797";"F1";""
"10.000.061";"20.000.711";"30.004.864";"WSK-1A";"127.171.905.583.867.000,00";"-46.673.182.295.560.400,00";"329.040.311.422.448.000,00";"127.169.718.245.440.000,00";"127.173.862.583.050.000,00";"-46.673.303.477.643.600,00";"-46.673.073.876.215.500,00";"329.039.160.378.273.000,00";"329.046.445.578.087.000,00";"0,14";"false";"true";"false";"false";"false";"false";"false";"-0,45";"";"3.642.599.907.104,00";"7";"F3";""
"10.000.061";"20.000.711";"30.004.865";"5-NZNW";"109.807.546.150.526.000,00";"-58.071.119.041.956.700,00";"336.730.728.106.240.000,00";"109.807.118.311.936.000,00";"109.813.227.760.670.000,00";"-58.072.059.363.384.400,00";"-58.071.048.231.132.700,00";"336.728.113.715.173.000,00";"336.732.320.535.910.000,00";"0,33";"false";"false";"true";"false";"false";"false";"false";"-0,22";"";"3.054.724.366.768,00";"6";"F";""
"10.000.061";"20.000.712";"30.004.866";"NR8S-Y";"89.388.138.556.802.800,00";"-19.173.979.136.838.600,00";"331.347.501.169.421.000,00";"89.383.732.793.757.300,00";"89.391.311.061.486.300,00";"-19.174.632.638.105.400,00";"-19.173.508.563.210.500,00";"331.338.721.872.409.000,00";"331.352.490.753.826.000,00";"0,63";"true";"false";"true";"false";"false";"false";"true";"-0,16";"";"6.884.440.708.384,00";"3.802";"F";""
"10.000.061";"20.000.712";"30.004.867";"F-ZBO0";"93.588.453.659.768.700,00";"-21.565.589.899.043.500,00";"331.548.372.019.225.000,00";"93.588.191.668.465.600,00";"93.590.472.537.983.300,00";"-21.565.699.442.571.200,00";"-21.565.575.678.241.400,00";"331.543.010.027.804.000,00";"331.549.660.040.098.000,00";"0,55";"false";"false";"true";"false";"false";"false";"false";"-0,19";"";"3.325.006.146.944,00";"3.797";"F";""
"10.000.061";"20.000.712";"30.004.868";"3Q1T-O";"97.037.997.042.631.000,00";"-26.233.412.438.043.000,00";"328.438.611.122.757.000,00";"97.035.319.449.319.600,00";"97.038.150.421.330.600,00";"-26.233.760.722.091.800,00";"-26.233.392.487.799.000,00";"328.438.242.707.552.000,00";"328.439.698.286.639.000,00";"0,03";"false";"false";"true";"false";"false";"false";"false";"-0,22";"";"1.415.486.005.528,00";"8";"F";""
"10.000.061";"20.000.712";"30.004.869";"8-4KME";"102.815.689.775.365.000,00";"-23.831.709.141.520.400,00";"314.874.090.469.906.000,00";"102.815.398.291.017.000,00";"102.818.273.190.115.000,00";"-23.831.758.213.369.000,00";"-23.831.274.263.243.200,00";"314.872.823.982.338.000,00";"314.874.901.842.569.000,00";"0,09";"false";"false";"true";"false";"false";"false";"false";"-0,27";"";"1.437.449.548.920,00";"3.798";"F1";""
"10.000.061";"20.000.712";"30.004.870";"T6GY-Y";"112.832.379.816.110.000,00";"-26.336.396.169.867.600,00";"318.413.343.021.147.000,00";"112.831.476.810.731.000,00";"112.835.372.561.703.000,00";"-26.336.592.088.468.300,00";"-26.336.337.055.194.700,00";"318.412.811.502.264.000,00";"318.414.466.254.343.000,00";"0,02";"true";"false";"false";"true";"false";"false";"true";"-0,49";"";"1.947.875.485.784,00";"7";"F3";""
"10.000.061";"20.000.712";"30.004.871";"R1-IMO";"113.609.165.282.124.000,00";"-25.413.404.454.212.500,00";"312.027.733.466.029.000,00";"113.608.047.663.763.000,00";"113.610.736.592.577.000,00";"-25.413.549.590.559.500,00";"-25.413.301.224.911.600,00";"312.027.647.801.922.000,00";"312.029.414.319.217.000,00";"0,11";"true";"false";"true";"false";"false";"true";"true";"-0,44";"";"1.344.464.406.752,00";"3.799";"F2";""
"10.000.061";"20.000.713";"30.004.872";"7KIK-H";"109.712.429.712.960.000,00";"-35.614.445.585.527.400,00";"315.557.628.132.241.000,00";"109.711.888.544.580.000,00";"109.713.187.873.263.000,00";"-35.614.447.719.714.300,00";"-35.614.444.062.780.600,00";"315.557.211.253.528.000,00";"315.557.951.833.172.000,00";"0,02";"true";"false";"true";"false";"false";"false";"true";"-0,32";"";"649.664.341.400,00";"3.799";"F1";""
"10.000.061";"20.000.713";"30.004.873";"B-6STA";"119.958.660.164.342.000,00";"-32.553.672.603.939.700,00";"321.763.554.503.809.000,00";"119.953.237.823.401.000,00";"119.960.336.140.003.000,00";"-32.553.802.737.367.100,00";"-32.553.251.573.233.500,00";"321.759.420.812.607.000,00";"321.765.404.856.820.000,00";"0,15";"false";"false";"true";"false";"false";"false";"false";"-0,60";"";"3.549.158.300.968,00";"7";"F4";""
"10.000.061";"20.000.713";"30.004.874";"0P-U0Q";"119.826.671.301.563.000,00";"-34.787.674.147.157.500,00";"314.381.918.631.811.000,00";"119.823.319.604.554.000,00";"119.827.469.583.334.000,00";"-34.788.072.353.402.000,00";"-34.787.579.306.004.300,00";"314.379.871.467.516.000,00";"314.382.750.720.283.000,00";"0,01";"false";"false";"true";"false";"false";"false";"false";"-0,48";"";"2.074.989.389.944,00";"3.800";"F3";""
